name,description,availability,price,discount_price,sku
Unitek C11060BK-3M 8K HDMI 2.1 120Hz Cable 3.0m,Type:HDMI|Length:3.0m|Version:2.1,Out of Stock,€21.60,,unitek-c11060bk-3m-8k-hdmi-21-120hz-cable-30m
Machenike M7 Pro Gaming Mouse White,Type:Wired|Dpi:12800,Out of Stock,€21.80,,machenike-m7-pro-gaming-mouse-white-6975971291846
Machenike M7 Pro Gaming Mouse Black,Type:Wired|Dpi:12800,Out of Stock,€21.80,,machenike-m7-pro-gaming-mouse-black-6975971291839
Armaggeddon SHIELD 3 Anti-Theft Gaming Bag Black,"Type:BackPack|Size:Up to 15.6""|Inner Protection:Build in FoamPad|Water Protection:Splash Proof|Security Lock:Yes|USB Charging Port:Yes|Color:Black",Out of Stock,€21.84,,armaggeddon-shield-3-anti-theft-gaming-bag-black-8886411985219
AV:Link DAC7 Digital to Analog Audio Converter 128.510UK,Type:Digital to Analog|Power:USB Powered,Out of Stock,€21.85,,av-link-dac7-digital-to-analog-audio-converter-128510uk-5015972216071
DigitMX DMX-USBAC15 USB Active Extension Cable 15m,Cable Type:USB|USB Type:USB-A to USB-A Extension|USB Version:2.0|Active Cable:Yes|Length:15.0m,Out of Stock,€21.85,,digitmx-dmx-usbac15-usb-active-extension-cable-15m
Unitek C1608BNI DisplayPort 1.4 Cable 8K 60Hz 2.0m...,Cable Type:Displayport|Display Port Type:DP to DP|Length:2.0m,Out of Stock,€21.85,,unitek-c1608bni-displayport-14-cable-8k-60hz-20m-black-silver
PCIe Wi-Fi adapter EDIMAX EW-7612PIN V2,"Complies with 802.11b/g/n wireless standards
Wireless data rates up to 300Mbps
Features EZmax multi-language setup wizard
Wireless speed up to 12 times faster and coverage 5 times further
Features a hardware WPS (Wi-Fi Protected Setup) button",Out of Stock,€22.00,,pcie-wi-fi-adapter-edimax-ew-7612pin-v2
Unitek Y-3004 USB3.0 USB-A Male to USB-A Female Active...,Cable Type:USB|USB Type:USB-A to USB-A Extension|USB Version:3.0|Active Cable:Yes|Length:5.0m,Out of Stock,€22.00,,unitek-y-3004-usb30-usb-a-male-to-usb-a-female-active-extension-cable-5m
Unitek V1152A Mini DP to 4K HDMI Cable 2.0m,Cable Type:Mini Displayport|Display Port Type:Mini DP to HDMI|Length:2.0m,Out of Stock,€22.00,,unitek-v1152a-mini-dp-to-4k-hdmi-cable-20m
HP Value Backpack 15.6 / K0B39AA,"Exterior vertical pocket
Adjustable shoulder 
Fully padded back panel
Multiple pockets for pens 
Cell phones and accessories",Out of Stock,€22.00,,hp-value-backpack-156-k0b39aa
Renew Emsisoft Anti malware home 1 Year 1 PC,"Anti Malware Home
Super fast scans
Clean &amp; quarantine infections
Find and remove unwanted programs
For Windows 7/8.1/10, 32 &amp; 64 bit",Out of Stock,€22.00,,renew-emsisoft-anti-malware-home-1-year-1-pc
Armaggeddon AK-6880 Kalashnikov Keyboard and Mouse Gaming...,Type:Wired|Dpi:3200|Light Effect:Backlight|Light FX:Yes,Out of Stock,€22.00,,armaggeddon-ak-6880-kalashnikov-keyboard-and-mouse-gaming-kit
Unitek H1111A Type-A Hub 3x USB3.0 Gb/Power Port,"Perfect combination with USB3.0 and Gigabit Ethernet.
	USB3.0 SuperSpeed data transfer (5Gbps), backward compatible with USB2.0/1.1.
	With an optional power port (Micro USB). By connecting to an external power supply, can supply power to...",Out of Stock,€22.00,,unitek-h1111a-type-a-hub-3x-usb30-gb-power-port
Mouse pad Cougar Arena Black,"Extra Large Pro Gaming Surface: Balanced Sliding
Size 800 x 300 x 5 mm
Water Proof + Battle-proof: superior durability
Extra comfort and adherence",Out of Stock,€22.00,,mouse-pad-cougar-arena-black-4715302448806
D-LINK DIR-615 Wi-Fi / DIR-615/EEU,"high-speed wireless network for your home using the D-Link DIR-615 Router. Connect the device to a broadband modem and wirelessly share your high-speed Internet connection at up to 300Mbps. 
Wireless 2.4 GHz to 2.4835 GHz
High speed 300 Mbps...",Out of Stock,€22.00,,d-link-dir-615-wi-fi-dir-615eeu
Laptop case HP PRELUDE 17.3 34Y64AA,"Laptop size: 17.3 inch
100% polyester, Water resistant
Slip on the padded straps of this ultralight, ultradurable stylish pack 
Color Grey",Out of Stock,€22.00,,laptop-case-hp-prelude-173-34y64aa
USB flash drive KINGSTON DT 128GB KYSON USB 3.2,"Capacity: 128 GB
Speed: 200MB/s read
Dimensiosn: 6x2x1",Out of Stock,€22.00,,usb-flash-drive-kingston-dt-128gb-kyson-usb-32
Trust Fyda Wireless Rechargable Mouse,"Rechargable mouse
Storable USB micro receiver
6 buttons
Perfect cursor speed control with extra-high DPI (800-1200-1600-2000-2400)",Out of Stock,€22.00,,trust-fyda-wireless-rechargable-mouse
Kuwes Punch Down Tool 110/88 with Hook & Extractor,"Length: 180cm
	Weight: 150g 
	Impact setting:  Lo 10kgs+/-2kgs / 22.0 lbs+/-4.40 lbs,  HI 15kgs+/-2kgs / 33.0 lbs+/-4.40 lbs 
	For use on 110/88 type termination blocks
	Body: ABS Hook 
	Extractor: Made of tool steel
	Blade: 4140(Off–Wax), Powder...",Out of Stock,€22.00,,kuwes-punch-down-tool-110-88-with-hook-extractor
SSD 256 GB m.2 PCIe NVMe,"Capacity: 256 GB
Interface: SATA III, 6 Gbps
Speed: Read MB/s, Write MB/s
Form Factor​: m.2 2280
Warranty 2 Year",Out of Stock,€22.00,,ssd-256-gb-m2-pcie-nvme-
Gaming Mouse Trust GXT 922W YBAR Eco,"Cord Optical Mouse
RGB support
DPI 7200",Out of Stock,€22.00,,gaming-mouse-trust-gxt-922w-ybar-eco
HP Wireless Mouse Z3700 V0L80AA,"Wireless 2.4 GHz
3 Buttons 
1200 DPI
16 Months Battery Life",Out of Stock,€22.00,,2489-hp-wireless-mouse-z3700-v0l80aa
Patch cord Cat 5 UTP 30 m Network Ethernet cable,"UTP CAT 6 250MHz Bulk cable
Connector RJ-45 metallic
Jacket Material: Double sheath, PVC Inner Sheath
UV PVC Outer Sheath
30 m Length",Out of Stock,€22.00,,patch-cord-cat-5-utp-30-m-network-ethernet-cable
Sonoff Smart LED Light Strip RGB Indoor IP54 Wi-Fi/BT L3-5M,"Up to 16 Million Colors : Up to 16 million colors and real-time synchronization provide a zestful experience for your life
21 Preset Lighting Effect Scenes : 21 lighting effects are preset for your different scene needs
4 Music Modes : With the...",Out of Stock,€22.00,,sonoff-smart-led-light-strip-rgb-indoor-ip54-wi-fibt-l3-5m
TP-LINK 5-Port Gigabit Switch LS105G,"5 Port Switch
10/100/1000Mbps Auto-Negotiation RJ45 port supporting Auto-MDI/MDIX
Green Ethernet technology saves power
IEEE 802.3X flow control provides reliable data transfer
Steel housing, desktop or wall-mounting design
Support 802.1p/DSCP QoS...",Out of Stock,€22.00,,tp-link-5-port-gigabit-switch-ls105g
Logilink CV0110 mini DP DVI HDMI VGA Converter,"Input: Mini DisplayPort 
Output: DVI, HDMI, VGA
One output can be used at the same time
REsolution: Full HD, 2K, 4K",Out of Stock,€22.00,,logilink-cv0110-mini-dp-dvi-hdmi-vga-converter
Unitek V400A Type-C 3.1 to Displayport Cable 4K 1.8M White,"Convert USB Type-C to DisplayPort interface.
	With the new USB Type-C connector, it is a reversible connector, easy to plug in and out.
	Support 4K 60Hz resolution.
	With DP1.2 standard.
	Support DisplayPort Alternate Mode.
	Applicable for all USB...",Out of Stock,€22.00,,unitek-v400a-type-c-31-to-displayport-cable-4k-18m-white
Unitek Y-3045C USB3.0 3-Port Hub w/ Gigabit LAN,USB Type:Type A|Interface:USB-A|Ethernet Speed:Gigabit|USB Ports:3|USB Version:USB 3.0|Ethernet Type:RJ45|Gigabit Lan:Yes,Out of Stock,€22.00,,unitek-y-3045c-usb30-3-port-hub-w-gigabit-lan
Techlink iWiresPRO 8K HDMI Certified Cable 3.0m 711803,Type:HDMI|Length:3.0m|Version:2.1|Braided:Yes,Out of Stock,€22.49,,techlink-iwirespro-8k-hdmi-certified-cable-30m-711803
Unitek Y-C140RGY Premium HDMI 2.0 Braided Cable 5.0m,Type:HDMI|Length:5.0m|Version:2.0|Braided:Yes,Out of Stock,€22.49,,unitek-y-c140rgy-premium-hdmi-20-braided-cable-50m
Unitek C139W HDMI 2.1 8K HDR Cable 3.0m Black/Space Grey,Type:HDMI|Length:3.0m|Version:2.1,Out of Stock,€22.50,,unitek-c139w-hdmi-21-8k-hdr-cable-30m-black-space-grey
Extender N300 Wi-Fi / DAP-1325,"The DAP-1325 N300 Wi-Fi Range Extender is a portable plug-in adapter that lets you extend an existing wireless network. Simply place it anywhere in your home to extend the range of your wireless network
Home Plug AV standard
Data transfer rate: up...",Out of Stock,€22.50,,extender-n300-wi-fi-dap-1325
Unitek Y-C142M Premium 100% Copper HDMI Cable 10.0m,Type:HDMI|Length:10.0m|Version:1.4,Out of Stock,€22.50,,unitek-y-c142m-premium-100-copper-hdmi-cable-100m
"PROLAN 19"" 2U Cantilever Shelf Without Holes (350mm)","Material: SPCC steel
Description: 2U-60” DP",Out of Stock,€22.75,,prolan-19-2u-cantilever-shelf-without-holes-350mm
Unitek H1107A USB3.1 TypeC Hub 4Port USB with Charging Port,"4 USB-A ports for easy expansion. With USB3.1 Gen1 specification, the data transfer rate up to 5Gbps. Backward compatible with USB2.0/1.1
	With the Micro USB port for 10W external power input, provides reliable performance for the use of...",Out of Stock,€22.79,,unitek-h1107a-usb31-typec-hub-4port-usb-with-charging-port-4894160042798
WavLink UG321V USB3.0 to VGA Adapter,Input:USB Type-A|VGA Output:Yes|USB Version:3.0,Out of Stock,€22.79,,wavlink-ug321v-usb30-to-vga-adapter
Unitek U1312A USB3.1 Type-C to Gigabit RJ45 Ethernet Adapter,Interface:USB-C|Ethernet Speed:Gigabit|Ethernet Type:RJ45|Gigabit Lan:Yes,Out of Stock,€22.79,,unitek-u1312a-usb31-type-c-to-gigabit-rj45-ethernet-adapter
Unitek Converter USB-C to LAN Gigabit Ethernet+USB-A Y-3465A,Interface:USB-C & USB-A|Ethernet Speed:Gigabit|Ethernet Type:RJ45,Out of Stock,€22.79,,unitek-converter-usb-c-to-lan-gigabit-ethernetusb-a-y-3465a
Unitek Y-C815ABL Patch Cable CAT6 Blue 20.0m,Type:Cat6|Conductor:Copper|Length:20.0m|Colour:Blue,Out of Stock,€22.80,,unitek-y-c815abl-patch-cable-cat6-blue-200m
Unitek USB-A Hub USB3.0 4-Ports PowerPort & 1.5m Cable...,"This uHUB is a USB hub that provides 4 ports USB expansion over USB3.0 SuperSpeed, offers you the efficient performance by the new generation chipset.


	Optional external power via Micro USB
	BC1.2 power output
	4-Port USB expansion with...",Out of Stock,€22.80,,unitek-usb-a-hub-usb30-4-ports-powerport-15m-cable-h1111e
Keyboard kit Logilink wireless 2.4 Ghz,"Keyboard mouse kit
2.4 GHz FSK AutoLink technology
34 2-ways RF channels
Range: up to 10 m
1200 dpi precision
14 Multimedia Hotkeys
Connection via nano receiver
Wireless recipient (USB)",Out of Stock,€23.00,,keyboard-kit-logilink-wireless-24-ghz--4052792003543
Laptop backpack HP Prelude 15.6 2Z8P3AA,"Laptop Size 15.6-inch
Ultradurable stylish
100% polyester, Water resistant",Out of Stock,€23.00,,laptop-backpack-hp-prelude-156-2z8p3aa
Thunderobot KG3089R White Mechanical Gaming Keyboard 89...,"Type: Wired
Mechanical Keys: Yes
Number of Keys: 89
Switch Type: Red
Light FX: Yes",Out of Stock,€23.00,,thunderobot-kg3089r-white-mechanical-gaming-keyboard-89-red-switch-keys-6932066302504
TP-Link TL-WR841N Wireless N Router 300 Mbps,"Wireless-N (2.4 GHz)
High speed 300 Mbps
Antennas: 2x 5 DBi
Warranty: 3 Year
IPTV
With access point mode
300Mbps Wireless N Router TL-WR841N is a combined wired/wireless network connection device designed specifically for small business and home...",Out of Stock,€23.00,,tp-link-tl-wr841n-wireless-n-router-300-mbps-6935364051242
Wi-Fi Adapter WL0238 LOGILINK,"600 Mbps Dual Band (2.4 GHz/5 GHz)
Chipset: Realtek 8811AU
Data transfer: 150 Mbps (2.4 GHz) or 433 Mbps (5 GHz)
Encryption: 64/128-bit WEP, WPA, WPA2, WPA-PSK, TKIP, AES
Supports: Windows XP/Vista/7/8/8.1, Linux Kernel 2.6.18-2.6.38 and 3.8.2
MAC...",Out of Stock,€23.00,,wi-fi-adapter-wl0238-logilink
USB Hub Logilink UA0174 3 USB port 1 LAN port,Connector 1: USB (Type A) maleConnector 2: RJ 45 femaleConnector 3: 3-Port USB Hub,Out of Stock,€23.00,,usb-hub-logilink-ua0174-3-usb-port-1-lan-port
D-Link 8-Port Gigabit 1000 Gigabit DGS-1008A/B,LAN 100 /1000 EthernetType: UnmanagedSpecification: Full/half-duplex and Plug-and-play installationWarranty: 2 years,Out of Stock,€23.00,,d-link-8-port-gigabit-1000-gigabit-dgs-1008ab
HP Carry Case Sleeve 14 inch 14V32AA,"Display size (diagonal): 14""
Color: Black
Main exterior materials: 600D polyester canvas
Minimum dimensions (W x D x H): 35.2 x 23.8 x 3.3 cm
Weight: 0.21 kg",Out of Stock,€23.00,,hp-carry-case-sleeve-14-inch-14v32aa
DigitMX DMX-VGAS12B VGA Splitter 1x2 250MHz,Type:VGA|Ports:2|Resolution:1080p,Out of Stock,€23.00,,digitmx-dmx-vgas12b-vga-splitter-1x2-250mhz
Orico Type C to HDMI Adapter,"Input Interface : Type-C
Output Interface : HDMI
Resolution support 4K 60 Hz
Supported System : Windows, Mac OS and Linux",Out of Stock,€23.00,,orico-type-c-to-hdmi-adapter
Unitek U304A USB3.1 USB-C Male to USB-A Female Active...,Cable Type:USB|Connectivity:Type-C|Length:5.0m|USB Type:USB-C to USB-A Extension|USB Version:3.1|Active Cable:Yes,Out of Stock,€23.27,,unitek-u304a-usb31-usb-c-male-to-usb-a-female-active-extension-cable-5m
Unitek C11043BK HDMI 2.0 Cable 4K HDR & ARC 10.0m Black,Type:HDMI|Length:10.0m|Version:2.0,Out of Stock,€23.40,,unitek-c11043bk-hdmi-20-cable-4k-hdr-arc-100m-black
Machenike PC Gamepad Wired G3S Black,No description available,Out of Stock,€23.50,,machenike-pc-gamepad-wired-g3s-black-6975971292911
Alcatroz Xplorer Air 6600 Wireless Keyboard/Mouse Combo...,Type:Wireless|Dpi:800-1200-1600|Wireless Type:2.4GHz|Silent:Yes,Out of Stock,€23.74,,alcatroz-xplorer-air-6600-wireless-keyboard-combo-8886411966225
Unitek Converter USB-A to LAN Gigabit Ethernet Alum Y-3464,Interface:USB-A|Ethernet Speed:Gigabit|Ethernet Type:RJ45,Out of Stock,€23.74,,unitek-converter-usb-a-to-lan-gigabit-ethernet-alum-y-3464
Anker Type-C to HDMI Converter 4K 60Hz,Input:USB Type-C|HDMI Output:Yes,Out of Stock,€23.74,,anker-type-c-to-hdmi-converter-4k-60hz
Unitek C14100BK-0.8M IF-Certified USB 4.0 Cable 0.8m,Cable Type:USB|Connectivity:Type-C to Type-C|Length:0.8m|USB Type:USB-C to USB-C|USB Version:4.0,Out of Stock,€23.74,,unitek-c14100bk-08m-if-certified-usb-40-cable-08m
Unitek D1049A TypeC HDMI 4K60Hz /VGA/PD100W,Input:USB Type-C|HDMI Output:Yes|VGA Output:Yes,Out of Stock,€23.74,,unitek-d1049a-typec-hdmi-4k60hz-vga-pd100w
Unitek H1108B USB TypeC Hub 3port USB3.1 & Card Reader,USB Type:Type C|USB Ports:3|USB Version:USB 3.1 Gen1|Card Reader:Yes,Out of Stock,€23.74,,unitek-h1108b-usb-typec-hub-3port-usb31-card-reader
Tenda 5-Port Gigabit Ethernet Switch Metal TEG1005D,Ethernet Speed:Gigabit|Ethernet Ports:5|Type:Unmanaged|Mounting:Desktop/Wall,Out of Stock,€23.74,,tenda-5-port-gigabit-ethernet-switch-metal-teg1005d
Unitek Y-C507G VGA to VGA Cables 15.0m,Cable Type:VGA|Ferrite:Yes|Length:15.0m,Out of Stock,€23.75,,unitek-y-c507g-vga-to-vga-cables-150m
Unitek C1815GBK Flat Patch Cable CAT6 Black 20.0m,Type:Cat6|Conductor:Copper|Length:20.0m|Colour:Black,Out of Stock,€23.75,,unitek-c1815gbk-flat-patch-cable-cat6-black-200m
CPU Cooler Armaggeddon BLIZZARD 2 Silent RGB Black,"Intel: LGA115x/1200/1700

AMD: AM4/AM5
TDP 120 W
RGB Effects on FAN

Air Flow: 41.6 CFM

Noise: 26 dBA",Out of Stock,€23.80,,cpu-cooler-armaggeddon-blizzard-2-silent-rgb-black-8886411986445
Dymo Standard Label D1 System Tapes,"Size: 12 MM x 7m 
Colour: Black on White",Out of Stock,€23.90,,dymo-standard-label-d1-system-tapes
HDD Enclosure 3.5 Orico 3588US3 USB 3.0,"Interface : USB 3.0
Driver : Driver Not Required
Max Capacity / Slot : 10TB",Out of Stock,€23.90,,hdd-enclosure-35-orico-3588us3-usb-30
USB Wi-Fi adapter EDIMAX EW-7612Uan V2,"Frequency  2.4 GHz
Type: Wireless
USB 2.0 and  Wireless N speed up to 300Mbps
Warranty: 3 years",Out of Stock,€24.00,,usb-wi-fi-adapter-edimax-ew-7612uan-v2
AV mini Adapter D-Link DHP-208AV,"HomePlug AV standard
Data transfer rate: up to 500 Mbps
Ethernet LAN ports: 1- 10/100 Mbps
Common Connect button to activate WPS
Warranty: 1 Year

Only D-LINK DHP-208AV/B in Pack",Out of Stock,€24.00,,av-mini-adapter-d-link-dhp-208av
Antenna ANC-1470 REVERSE SMA 10m,"Reverse Antenna Cable 
Lenght 10 m",Out of Stock,€24.00,,antenna-anc-1470-reverse-sma-10m
MSI Addressable RGB Control Box 306-7G09F03-W57,"ARGB CONTROLLER CONNECTOR SATA Power x 1/ 3-Pin (Addressable RGB) x 8
Remote Selectable Effect Speed Support 
Remote Selectable ARGB Color Support 
Remote Selectable Effect Mode Support
ARGB CONTROLLER DIMENSION 80 x 46 x 12 mm",Out of Stock,€24.00,,msi-addressable-rgb-control-box-306-7g09f03-w57
Laptop Backpack 15.6 Active HP 1LU22AA,"Material: Fabric
Side pockets for water
Water Resistant
Comfortably wear for long periods of time thanks to padded fabric
460 x 300 x 140 mm",Out of Stock,€24.00,,laptop-backpack-156-active-hp-1lu22aa
CPU Cooler LC power LC-CC-85,"Intel Sockets: LGA1700, 1200, 1156, 1155, 1151
AMD Socket: AM4, AM3?+, AM2/+, FM2, FM1
FAN: 80 x 80 x 25
FAN speed: 800-2200 RPM
Connector 4 Pin PWM",Out of Stock,€24.00,,cpu-cooler-lc-power-lc-cc-85
Netis ST3108GS 8-Port Gigabit Ethernet Switch,"Number of Ports: 5
Port Connector: RJ-45
Network/Transport Protocol: TCP/IP CSMA/CD
Warranty: 24 Month
P/N: 1730502085",Out of Stock,€24.00,,netis-st3108gs-8-port-gigabit-ethernet-switch-6935364020064
Lenovo Legion M200 RGB Gaming Mouse,"Connection Type:  Wired via USB
Cable Length/Type: 1.80 m (Braided cable)
Weight: 150 g (0.33 lbs)
Adjustable 4 level DPI setting
500 fps frame rate
30 inches per seconds maximum moving speed
7-color circulating backlight",Out of Stock,€24.00,,lenovo-legion-m200-rgb-gaming-mouse-191999092258
HP 220 Wireless Keyboard 805T2AA,"Connection: USB dongle
Operating system: Compatible with Microsoft® Windows 8, 10, 11
Dimensions: 440 x 240 x 151 mm",Out of Stock,€24.00,,hp-220-wireless-keyboard-805t2aa-197497177244
Lenovo Thinkpad Essential Wireless Mouse 4Y50R20864,"Color:  Black
Battery Life:  Up to 12 months
Connection Type: 2.4 GHz Wireless via Nano USB
Weight: 60 g (0.13 lbs)
Special Design Features: Ambidextrous design
Mice Button: 3 (left click, right click, scroll click)
DPI: 1000 DPI",Out of Stock,€24.00,,lenovo-thinkpad-essential-wireless-mouse-4y50r20864-0190940968260
Gamepad Thunderobot G30,"Connection : Wired
USB Interface
PC Support; Switch support
Sound connector: 3.5 jack",Out of Stock,€24.00,,gamepad-thunderobot-g30-6970796745413
Ewent EW3150 Ergonomic wireless mouse,"Innovative ergonomic design
USB charging cable included to recharge
Speed select button (800/1200/1600 DPI)
Storable USB micro-receiver",Out of Stock,€24.00,,ewent-ew3150-ergonomic-wireless-mouse
HP Z5000 Bluetooth Wireless Mouse 2HW67AA,"Compact Bluetooth Mouse
Bluetooth Connection
Compatible with Mac OS X, Android OS
Precise optical sensor",Out of Stock,€24.00,,hp-z5000-bluetooth-wireless-mouse-2hw67aa
Alcatroz XPLORER DOCK1BT BT Keyboard Dock White-Blue,Type:Bluetooth|Rechargeable:Yes,Out of Stock,€24.00,,alcatroz-xplorer-dock1bt-bt-keyboard-dock-white-blue
Unitek Y-6354 Mini DisplayPort to HDMI/VGA/DVI/Audio...,"Multi in one converter, convert Mini DisplayPort to HDMI, DVI and VGA.
It's able to extend to HDMI, DVI and VGA screen simultaneously.
The audio output is used to support audio to VGA / DVI screen.
With HDMI 1.3 / DVI (24+5) 1.1 version.
Support...",Out of Stock,€24.00,,unitek-y-6354-mini-displayport-to-hdmi-vga-dvi-audio-converter
Laptop Backpack 15.6 Classic HP 1FK05AA,"REINFORCED ZIPPER
EXTRA POCKETS FOR EASIER ORGANIZATION
CONVENIENT SIDE POCKETS
ADJUSTABLE STRAPS AND A DURABLE HANDLE
WATER RESISTANT",Out of Stock,€24.00,,laptop-backpack-156-classic-hp-1fk05aa
Thunderobot KG3089R Black Mechanical Gaming Keyboard 89...,"Type: Wired
Mechanical Keys: Yes
Number of Keys: 89
Switch Type: Red
Light FX: Yes",Out of Stock,€24.00,,thunderobot-kg3089r-black-mechanical-gaming-keyboard-89-red-switch-keys-6932066302504
Wi-Fi Antenna cable ANC1417 REVERSE SMA 10m,"Easy and quick deployment into suitable WLAN environment
Cables length: 10 meters
Features higher performance low loss CFD-200 cable with excellent flexibility
RP-SMA Male to Female connector, works with RP-SMA type antennas",Out of Stock,€24.00,,wi-fi-antenna-cable-anc1417-reverse-sma-10m
Gaming Mouse A4 Tech V3MA BLOODY,"Max DPI: 3200
USB connection - wired
Button: 7 keys + Wheel
Key response time: 1ms",Out of Stock,€24.00,,gaming-mouse-a4-tech-v3ma-bloody-4711421906272
A4 Tech 3100N Combo Wireless Padless,"Keyboard Specifications:
Button: Standard 104 keys
Character: Laser engraving

Mouse Specifications
Button No: 3
Transmission: 2.4G
Transmission distance: 15m
Ergonomics: Towheaded design
Resolution: 2000 DPI",Out of Stock,€24.00,,a4-tech-3100n-combo-wireless-padless-4711421876384
